,0
4227,2033.9235
4228,2060.7317
4229,2105.6375
4230,2067.326
4231,2098.2397
4232,1984.5793
4233,2085.9004
4234,2103.8235
4235,2064.1777
4236,2106.074
4237,2094.1978
4238,2118.092
4239,2073.7349
4240,2087.5874
4241,2072.0461
4242,2079.6045
4243,2028.9934
4244,2091.8982
4245,2063.4587
4246,2094.5396
4247,2033.6464
4248,2018.3594
4249,2094.6072
4250,2045.4563
4251,2101.979
4252,2117.7466
4253,2033.6597
4254,2111.8638
4255,2007.7263
4256,2110.4165
4257,2166.2046
4258,2060.1807
4259,2041.544
4260,2121.6748
4261,2127.7576
4262,2102.8784
4263,2054.0447
4264,2083.5586
4265,2070.5356
4266,2026.9873
4267,2094.5938
4268,2110.3994
4269,2060.5386
4270,2051.3496
4271,2020.1337
4272,2070.1826
4273,2076.6572
4274,2099.6172
4275,2121.128
4276,2073.563
4277,2054.9268
4278,2094.9983
4279,2068.6318
4280,2073.0295
4281,2076.3574
4282,2110.6958
4283,2037.0104
4284,2115.129
4285,2046.9974
4286,2112.0137
4287,2099.4824
4288,2037.0806
4289,2081.2783
4290,2066.583
4291,2132.747
4292,2055.3306
4293,2103.9429
4294,2082.147
4295,2130.7134
4296,2098.176
4297,2065.242
4298,2055.1938
4299,2061.412
4300,2041.8552
4301,2112.001
4302,2041.6292
4303,2095.96
4304,2078.645
4305,2082.511
4306,2106.2686
4307,2090.751
4308,2060.6436
4309,2101.7778
4310,2060.3608
4311,2085.9668
4312,2123.0903
4313,2103.2092
4314,2033.7482
4315,2091.9883
4316,2057.4534
4317,2070.2554
4318,2068.8032
4319,2010.7725
4320,2091.16
4321,2076.2285
4322,2064.3643
4323,2095.879
4324,2068.1294
4325,2073.1028
4326,2059.9639
4327,2091.6816
4328,2079.0254
4329,2012.4354
4330,2067.8926
4331,2096.8179
4332,2075.996
4333,2026.8293
4334,2065.658
4335,2033.7659
4336,2094.985
4337,2093.5918
4338,2155.9165
4339,2090.706
4340,2031.7236
4341,2081.4832
4342,2157.582
4343,2130.6138
4344,2110.2227
4345,2001.9265
4346,2071.9414
4347,2062.699
4348,2091.6562
4349,2119.7878
4350,2017.9153
4351,2042.2089
4352,2035.1946
4353,2098.4985
4354,2121.9983
4355,2101.4722
4356,2101.1926
4357,2034.0536
4358,2109.8113
4359,2068.419
4360,2099.828
4361,2099.7485
4362,2106.7056
4363,2090.1904
4364,2094.207
4365,2086.4873
4366,2081.9229
4367,2084.753
4368,2117.9087
4369,2079.1938
4370,2102.8413
4371,2077.9297
4372,2024.8177
4373,2048.933
4374,2107.1135
4375,2042.9424
4376,2042.1167
4377,2097.908
4378,2044.6948
4379,2084.7703
4380,2095.1638
4381,2029.9706
4382,2079.0708
4383,2078.33
4384,2142.2122
4385,2081.4065
4386,2092.4556
4387,2003.125
4388,2016.4607
4389,2070.8206
4390,2111.5513
4391,2083.4824
4392,2080.7053
4393,2092.4075
4394,2117.891
4395,2137.6123
4396,2032.165
4397,2106.8186
4398,2047.6489
4399,2105.9238
4400,2084.0366
4401,2066.5918
4402,2065.497
4403,2118.724
4404,2092.7075
4405,2133.8665
4406,2062.155
4407,2108.524
4408,2034.3232
4409,2048.382
4410,2030.3427
4411,2056.8052
4412,2095.7334
4413,2086.4106
4414,2082.955
4415,2015.9072
4416,2112.1208
4417,2044.1415
4418,2072.7585
4419,2073.325
4420,2089.962
4421,2096.2134
4422,2107.3572
4423,2029.1992
4424,2106.3262
4425,2114.6416
4426,2090.6018
4427,2086.5854
4428,2097.1433
4429,2062.1494
4430,2096.896
4431,2065.4395
4432,2050.337
4433,2088.0042
4434,2097.8228
4435,2052.1235
4436,2114.7302
4437,2134.8262
4438,2127.713
4439,2077.2778
4440,2082.8914
4441,2061.976
4442,2084.7358
4443,2059.651
4444,2095.0261
4445,2033.3743
4446,2042.6991
4447,2095.872
4448,2095.8037
4449,2100.658
4450,2038.5537
4451,2116.8513
4452,2071.2231
4453,2090.7295
4454,2059.1135
4455,2021.1486
4456,2108.7036
4457,2047.7054
4458,2079.9666
4459,2108.684
4460,2064.5176
4461,2020.5686
4462,2083.014
4463,2093.4558
4464,2086.3535
4465,2047.0719
4466,2034.404
4467,2035.5663
4468,2097.235
4469,2064.4846
4470,2069.6426
4471,2081.6128
4472,2059.3208
4473,2068.635
4474,2113.669
4475,2145.3584
4476,2026.8293
4477,2018.1284
4478,2111.1575
4479,2143.5894
4480,2126.0225
4481,2084.1494
4482,2076.814
4483,2141.6016
4484,2095.8174
4485,2068.8193
4486,2090.4836
4487,2050.584
4488,2077.5916
4489,2028.3792
4490,2034.2565
4491,2032.5321
4492,2074.4119
4493,2089.7017
4494,1974.3062
4495,2056.7412
4496,2046.6652
4497,2072.6746
4498,2076.3057
4499,2063.1426
4500,2049.633
4501,2146.039
4502,2148.6992
4503,2093.248
4504,2057.528
4505,2097.2944
4506,2113.813
4507,2090.1382
4508,2086.9033
4509,2078.9197
4510,2112.1655
4511,2075.2422
4512,2145.6814
4513,2089.892
4514,2033.81
4515,2141.8384
4516,1993.7986
4517,2047.2333
4518,2035.1191
4519,2043.2249
4520,2113.064
4521,2013.9866
4522,2082.355
4523,2091.4668
4524,2046.3616
4525,2062.4229
4526,2094.9614
4527,2081.4124
4528,2023.7307
4529,2053.9133
4530,2107.3918
4531,2130.261
4532,2038.7931
4533,1994.1599
4534,2091.6816
4535,2114.6401
4536,2069.0974
4537,2081.17
4538,2092.619
4539,2066.3884
4540,2086.4287
4541,2097.7695
4542,2087.9924
4543,2084.9487
4544,2123.1787
4545,2047.7307
4546,2044.1747
4547,2154.1995
4548,2069.892
4549,2053.4355
4550,2077.7065
4551,2032.2744
4552,2117.9634
4553,2070.61
4554,2075.0715
4555,2082.8918
4556,2071.772
4557,2036.2346
4558,2080.3833
4559,2090.632
4560,2114.6191
4561,2056.9524
4562,2088.3926
4563,2084.332
4564,2046.6482
4565,2060.205
4566,2081.1108
4567,2027.1289
4568,2054.5286
4569,2036.5701
4570,2053.2588
4571,2073.1245
4572,2092.0137
4573,2097.1646
4574,2057.0876
4575,2079.2336
4576,2070.568
4577,2086.9917
4578,2087.0786
4579,2082.053
4580,2073.686
4581,2061.6094
4582,2093.54
4583,2093.836
4584,2058.3218
4585,2055.4893
4586,2061.4094
4587,2072.5078
4588,2145.2017
4589,2033.6702
4590,2037.9192
4591,2102.5957
4592,2079.834
4593,2083.7864
4594,2097.2847
4595,2089.2603
4596,2105.1904
4597,2080.9338
4598,2060.824
4599,2099.9243
4600,2073.2126
4601,2040.2972
4602,2073.232
4603,2072.0
4604,2047.6836
4605,2090.6372
4606,2097.8872
4607,2117.0315
4608,2068.5825
4609,2076.6345
4610,2101.2173
4611,2128.3984
4612,2092.9197
4613,2144.3154
4614,2056.0095
4615,2142.7178
4616,2050.5776
4617,2085.0127
4618,2039.5673
4619,2058.011
4620,2095.1582
4621,2087.0388
4622,2114.0989
4623,2111.364
4624,2097.2996
4625,2095.6072
4626,2068.3638
4627,2085.7983
4628,2097.8318
4629,2144.026
4630,2034.5806
4631,2048.9312
4632,2053.2205
4633,2057.121
4634,2035.7998
4635,2051.1777
4636,2065.9302
4637,2021.4573
4638,2044.535
4639,2056.6943
4640,2055.5303
4641,2110.1309
4642,2145.2617
4643,2130.7134
4644,2061.7651
4645,2066.442
4646,2110.712
4647,2096.5144
4648,2069.999
4649,2058.536
4650,2089.9868
4651,2102.7964
4652,2114.9822
4653,2035.3213
4654,2080.5527
4655,2072.8496
4656,2038.1709
4657,2077.778
4658,2077.9136
4659,2044.4065
4660,2059.2441
4661,2052.3347
4662,2070.0972
4663,2088.8804
4664,2084.1743
4665,2146.5127
4666,2055.0308
4667,2076.9492
4668,2005.9645
4669,2098.975
4670,2060.4785
4671,2083.401
4672,2074.243
4673,2084.715
4674,2090.5945
4675,2072.8237
4676,2104.3533
4677,2094.8477
4678,2086.7324
4679,2063.4243
4680,2024.9508
4681,2083.4238
4682,2082.0156
4683,2097.7842
4684,2064.7568
4685,2097.038
4686,2120.2368
4687,2112.7651
4688,2083.8696
4689,2095.1077
4690,2075.1199
4691,2089.2935
4692,2045.2988
4693,2087.9092
4694,2057.9187
4695,2098.289
4696,2100.9773
4697,2046.4586
4698,2078.8733
4699,2083.1924
4700,2079.6921
4701,2036.3635
4702,2028.8928
4703,2102.5889
4704,2154.6177
4705,2084.5134
4706,2151.4521
4707,2133.118
4708,2068.6978
4709,1926.5347
4710,2130.7192
4711,2100.9443
4712,2091.5496
4713,2085.6218
4714,2106.5962
4715,2077.0347
4716,2078.0159
4717,2061.3496
4718,2081.7358
4719,2079.5178
4720,2074.03
4721,2102.867
4722,2099.437
4723,2057.917
4724,2062.7026
4725,2104.8213
4726,2111.343
4727,2084.2673
4728,2076.0488
4729,2081.54
4730,2033.2139
4731,2086.8535
4732,2052.7302
4733,2062.7014
4734,2043.4185
4735,2047.8671
4736,2008.1931
4737,2029.665
4738,2031.5922
4739,2076.8423
4740,2084.3123
4741,2079.8167
4742,2108.5332
4743,2082.0325
4744,2073.6072
4745,2120.1392
4746,2086.3506
4747,2079.4343
4748,2091.4802
4749,2085.1467
4750,2050.7036
4751,2078.6658
4752,2006.4271
4753,2077.4932
4754,2062.88
4755,2103.0159
4756,2120.6233
4757,2087.2612
4758,2113.511
4759,2055.8193
4760,2068.831
4761,2051.5977
4762,2090.0474
4763,2063.3037
4764,2067.798
4765,2114.3936
4766,2051.4531
4767,2150.8787
4768,2051.5042
4769,2059.917
4770,2087.0374
4771,2098.528
4772,2059.7583
4773,2090.286
4774,2099.9343
4775,2044.4556
4776,2151.934
4777,2042.0645
4778,2014.4187
4779,2036.1803
4780,2009.3212
4781,2083.7441
4782,2112.6426
4783,2099.513
4784,2075.597
4785,2153.2415
4786,2078.6316
4787,2083.0068
4788,2100.3489
4789,2071.3062
4790,2071.8572
4791,2068.5994
4792,2105.827
4793,2074.145
4794,2039.0686
4795,2105.7783
4796,2147.1855
4797,2056.9504
4798,2140.2014
4799,2090.7708
4800,2005.7922
4801,2093.6511
4802,2166.2046
4803,2086.7578
4804,2069.5264
4805,2092.2786
4806,2140.1104
4807,2136.2856
4808,2056.623
4809,2063.9429
4810,2112.835
4811,2142.645
4812,2079.2925
4813,2041.794
4814,2072.8784
4815,2073.9294
4816,2072.564
4817,2144.5964
4818,2121.4053
4819,2061.5112
4820,2063.0024
4821,2084.923
4822,2062.3135
4823,2071.0464
4824,2085.4194
4825,2090.1191
4826,2074.206
4827,2079.6736
4828,2071.0034
4829,2100.895
4830,2008.0256
4831,2067.5142
4832,2090.7798
4833,2081.4507
4834,2076.0115
4835,2101.1404
4836,2079.6274
4837,2109.1062
4838,2005.4125
4839,2098.1592
4840,2086.6494
4841,2114.2148
4842,2081.8896
4843,2067.1099
4844,2115.4414
4845,2085.4321
4846,2046.2424
4847,2093.405
4848,2092.5398
4849,2069.285
4850,2083.6064
4851,1977.3889
4852,2067.553
4853,2079.9595
4854,2146.4746
4855,2045.9252
4856,2080.1772
4857,2072.9844
4858,2000.8438
4859,2075.6294
4860,2108.2832
4861,2072.3584
4862,2050.3586
4863,2053.5776
4864,2114.1023
4865,2087.4841
4866,2142.5972
4867,2129.0935
4868,2091.3923
4869,2071.5742
4870,2053.6895
4871,2085.769
4872,2102.42
4873,2100.2295
4874,2101.5112
4875,2093.383
4876,2061.0076
4877,2102.566
4878,2039.9263
4879,2054.3657
4880,2070.769
4881,2098.117
4882,2031.9889
4883,2069.2268
4884,2026.3203
4885,2085.9678
4886,2051.312
4887,2095.276
4888,2084.31
4889,2067.8625
4890,2104.3489
4891,2068.6323
4892,2093.344
4893,2054.6375
4894,2042.1572
4895,2051.2778
4896,2085.223
4897,2082.6858
4898,2064.44
4899,2083.6733
4900,2058.3936
4901,2092.0493
4902,2135.538
4903,2079.17
4904,2077.0688
4905,2073.54
4906,2099.2893
4907,2068.7231
4908,2071.7156
4909,2075.1719
4910,2111.2397
4911,2098.6775
4912,2019.7916
4913,2056.8699
4914,2059.4414
4915,2132.6792
4916,2149.6191
4917,2121.7964
4918,2046.8723
4919,2040.7462
4920,2136.8926
4921,2103.9456
4922,2073.3906
4923,2112.5835
4924,2039.3376
4925,2080.175
4926,2076.4897
4927,2092.52
4928,2058.4404
4929,2028.1919
4930,2115.2385
4931,2075.003
4932,2081.6926
4933,2071.701
4934,2067.355
4935,2059.0762
4936,2084.1875
4937,2071.0786
4938,2100.534
4939,1984.8235
4940,2102.7837
4941,2104.9297
4942,2103.3647
4943,2118.2085
4944,2024.7002
4945,2111.8406
4946,2080.7644
4947,2104.7656
4948,2103.695
4949,2136.0298
4950,2070.4443
4951,2089.3027
4952,2106.3003
4953,2068.6885
4954,2084.5786
4955,2084.3582
4956,2119.4607
4957,2055.1934
4958,2083.132
4959,2108.8997
4960,2070.378
4961,2055.373
4962,2133.8677
4963,2092.2764
4964,2071.3774
4965,2072.151
4966,2090.9226
4967,2080.3188
4968,2066.9946
4969,2070.4895
4970,2082.8062
4971,2036.7433
4972,2104.4219
4973,2095.397
4974,2087.586
4975,2077.618
4976,2113.3398
4977,2111.3533
4978,2074.6921
4979,2084.2178
4980,2066.3591
4981,2043.1917
4982,1990.0667
4983,2076.063
4984,2067.985
4985,2142.3733
4986,2098.8079
4987,2100.7827
4988,2049.9285
4989,2104.8057
4990,2060.0696
4991,2149.7368
4992,2081.3809
4993,2079.6921
4994,2064.535
4995,2082.2095
4996,2094.5566
4997,2015.0768
4998,2139.2769
4999,2070.9756
5000,2043.6514
5001,2106.4038
5002,2100.5825
5003,2072.0002
5004,2113.54
5005,2095.4485
5006,2099.5745
5007,2114.6963
5008,2092.6538
5009,2039.8384
5010,2077.2551
5011,2126.9534
5012,2103.7183
5013,2034.9135
5014,2135.8997
5015,2046.0182
5016,2095.0437
5017,2079.0046
5018,2049.8618
5019,2090.4412
5020,2074.9258
5021,2087.786
5022,2080.6365
5023,2048.6775
5024,2120.517
5025,2074.043
5026,2092.5398
5027,2064.2393
5028,2085.2422
5029,2048.5427
5030,2106.2349
5031,2104.5903
5032,2043.8909
5033,2097.6377
5034,2081.8125
5035,2093.3813
5036,2088.0024
5037,2077.3462
5038,2101.1746
5039,2043.0135
5040,2088.392
5041,2027.7686
5042,2173.9795
5043,2106.9978
5044,2073.4946
5045,2064.3962
5046,2145.7896
5047,2102.3423
5048,2087.115
5049,2101.774
5050,2062.5938
5051,2135.8398
5052,2122.245
5053,2047.9893
5054,2098.574
5055,2157.2107
5056,2091.5496
5057,2117.86
5058,2129.5137
5059,2053.0618
5060,2031.2534
5061,2107.5781
5062,2138.367
5063,2052.19
5064,2012.019
5065,2115.683
5066,2051.1633
5067,2063.4639
5068,2046.7458
5069,2067.92
5070,2049.2437
5071,2058.5923
5072,2092.2808
5073,1996.6191
5074,2121.7773
5075,2067.1123
5076,2085.734
5077,2070.1978
5078,2073.104
5079,2062.937
5080,2085.6567
5081,2033.4404
5082,2087.3486
5083,2052.8127
5084,1985.6855
5085,2062.907
5086,2083.737
5087,2055.5645
5088,2084.296
5089,2058.721
5090,2093.2207
5091,2115.7183
5092,2047.0825
5093,2029.0538
5094,2081.1582
5095,2049.2847
5096,2093.5808
5097,2024.3445
5098,2031.1934
5099,2093.6958
5100,2073.0244
5101,2082.228
5102,2040.4
5103,2118.8652
5104,2075.765
5105,2130.5986
5106,2094.602
5107,2067.2817
5108,2137.2783
5109,2082.009
5110,2046.0492
5111,2084.8147
5112,2048.5012
5113,2035.3779
5114,2095.4473
5115,2088.639
5116,2073.3713
5117,2005.2109
5118,2098.628
5119,2092.9224
5120,2088.2563
5121,2045.4362
5122,2161.584
5123,2086.5671
5124,2082.1104
5125,2115.8179
5126,2097.0933
5127,2090.9297
5128,2115.1758
5129,2094.0493
5130,2064.1416
5131,2014.9956
5132,2103.7258
5133,2091.2705
5134,2107.5571
5135,2101.8772
5136,2056.9084
5137,2037.1418
5138,2061.9158
5139,2067.0664
5140,2105.75
5141,2136.5015
5142,2077.4946
5143,2113.8325
5144,2048.4712
5145,2062.69
5146,2105.146
5147,2084.9424
5148,2116.8032
5149,2116.084
5150,2147.0173
5151,2072.8816
5152,2046.5034
5153,2093.7651
5154,2139.5115
5155,2113.537
5156,2079.7417
5157,2100.3555
5158,2085.8987
5159,2097.4092
5160,2102.6455
5161,2061.6462
5162,2142.9873
5163,2057.4976
5164,2072.7498
5165,2144.1846
5166,2086.4414
5167,2089.6602
5168,2142.8252
5169,2134.584
5170,2057.625
5171,2033.8718
5172,2069.2183
5173,1908.8922
5174,2091.8528
5175,2097.88
5176,2097.1345
5177,2054.0793
5178,2100.6077
5179,2055.6418
5180,2110.433
5181,2096.5312
5182,2097.3735
5183,2097.6777
5184,2087.733
5185,2080.0254
5186,2065.4802
5187,2175.1611
5188,2037.4753
5189,2078.1318
5190,2054.4902
5191,2061.7625
5192,2108.4814
5193,2039.856
5194,2088.1887
5195,2036.6084
5196,2055.9182
5197,2128.3833
5198,2055.596
5199,2070.1719
5200,2093.8967
5201,2108.3003
5202,2062.495
5203,2112.875
5204,2083.8047
5205,2070.8281
5206,2081.5864
5207,2102.9226
5208,2070.3828
5209,2094.3333
5210,2140.152
5211,2104.9531
5212,2015.2262
5213,2057.7935
5214,2095.352
5215,2039.5199
5216,2040.6577
5217,2090.8198
5218,2062.7227
5219,2080.3643
5220,2112.4724
5221,2056.0215
5222,2099.2036
5223,1998.7349
5224,2043.3911
5225,2076.5098
5226,2082.5566
5227,2059.6392
5228,2070.4004
5229,2057.5427
5230,2080.8538
5231,2095.0122
5232,2076.5708
5233,2087.3215
5234,2109.8655
5235,2075.4258
5236,2043.771
5237,2081.2856
5238,2121.6694
5239,2079.143
5240,2033.7279
5241,2118.4004
5242,2099.8872
5243,2084.6707
5244,2093.5808
5245,2107.437
5246,2101.1328
5247,2076.771
5248,2117.4119
5249,2128.5908
5250,2034.5679
5251,2108.349
5252,2064.674
5253,2080.3237
5254,2082.0386
5255,2033.7659
5256,2026.1854
5257,2021.0468
5258,2125.119
5259,2075.4712
5260,2073.2146
5261,2047.7935
5262,2075.079
5263,2072.189
5264,2043.8716
5265,2091.9028
5266,2044.0459
5267,2066.7664
5268,2110.8662
5269,2061.4578
5270,2096.247
5271,2067.307
5272,2033.8738
5273,2080.9531
5274,2073.6924
5275,2102.167
5276,2087.6865
5277,2023.5527
5278,2109.9048
5279,2049.9539
5280,2071.0632
5281,2103.2622
5282,2058.9
5283,2090.7544
5284,2090.315
5285,2053.8225
5286,2114.3801
5287,2111.384
5288,2098.1123
5289,2065.7131
5290,2085.5635
5291,2068.4736
5292,2060.641
5293,2058.0823
5294,2099.345
5295,2044.3209
5296,2096.7795
5297,2107.9897
5298,2164.3206
5299,2084.87
5300,2094.338
5301,2132.8564
5302,2059.6904
5303,2058.2627
5304,2091.2761
5305,2103.9734
5306,2101.338
5307,2073.2124
5308,2046.6902
5309,2069.6868
5310,2055.9229
5311,2086.0486
5312,2045.876
5313,2126.9941
5314,2029.0833
5315,2079.0396
5316,2012.8281
5317,2131.9805
5318,2051.7559
5319,2119.4312
5320,2110.395
5321,2057.316
5322,2085.1792
5323,2081.8125
5324,2113.6099
5325,2111.622
5326,2090.777
5327,2123.1243
5328,2077.351
5329,2074.5142
5330,2075.0957
5331,2004.092
5332,2042.9243
5333,2102.274
5334,2115.396
5335,2120.7354
5336,2078.528
5337,2010.4033
5338,2063.7754
5339,2143.6592
5340,2054.089
5341,2109.2173
5342,2074.2551
5343,2124.8423
5344,2085.2725
5345,2074.6274
5346,2084.244
5347,2087.343
5348,2090.1038
5349,2015.7297
5350,2100.2783
5351,2120.377
5352,2087.3389
5353,2126.0505
5354,2088.6484
5355,2073.5012
5356,2108.227
5357,2035.3842
5358,2060.5898
5359,2062.495
5360,2117.877
5361,2088.7874
5362,2081.5935
5363,2117.6357
5364,2068.1597
5365,2103.603
5366,2094.8887
5367,2070.0354
5368,2113.7212
5369,2104.3467
5370,2100.563
5371,2125.033
5372,2064.389
5373,2101.4875
5374,2035.1176
5375,2076.3547
5376,2001.1527
5377,2102.5762
5378,2097.0398
5379,2052.38
5380,2049.2053
5381,2105.3818
5382,2097.2407
5383,2109.36
5384,2073.7231
5385,2081.913
5386,2072.8328
5387,2122.6162
5388,2122.0308
5389,2028.0272
5390,2096.322
5391,2024.9102
5392,2111.3008
5393,2029.6737
5394,1996.8593
5395,2026.9957
5396,2143.1067
5397,2038.9622
5398,1998.013
5399,2073.2432
5400,2092.8955
5401,2060.1223
5402,2131.7996
5403,2091.3838
5404,2108.2224
5405,2099.9453
5406,2069.926
5407,2081.773
5408,2136.2844
5409,2086.6782
5410,2068.118
5411,2102.3804
5412,2136.5059
5413,2109.729
5414,1998.1942
5415,2099.9834
5416,2083.0068
5417,2012.0493
5418,2112.1372
5419,2083.754
5420,2056.6099
5421,2092.3052
5422,2100.793
5423,2118.783
5424,2069.2437
5425,2064.5144
5426,2081.9019
5427,2142.6133
5428,2043.4021
5429,2123.4001
5430,2106.772
5431,2024.6973
5432,2083.37
5433,2115.3865
5434,2077.197
5435,2071.8613
5436,2047.1364
5437,2069.5276
5438,2103.515
5439,2077.2437
5440,2066.9248
5441,2097.1025
5442,2115.8167
5443,2102.8438
5444,2065.555
5445,2101.495
5446,2027.8285
5447,2066.8022
5448,2072.704
5449,2057.1335
5450,2106.9924
5451,2072.565
5452,2109.0361
5453,2050.531
5454,2039.3113
5455,2040.5789
5456,2062.991
5457,2082.5962
5458,2071.0273
5459,1977.2194
5460,2025.2822
5461,2050.9082
5462,2054.0479
5463,2062.4053
5464,2091.9473
5465,2078.134
5466,2063.9683
5467,2074.2485
5468,2093.162
5469,2029.7634
5470,2064.4531
5471,2082.7593
5472,2005.3555
5473,2079.2188
5474,2106.7332
5475,2092.25
5476,2092.9922
5477,2147.6582
5478,2033.2748
5479,2056.2827
5480,2087.4429
5481,2055.734
5482,2085.1792
5483,2090.6934
5484,2096.4473
5485,2125.516
5486,2039.2972
5487,2026.278
5488,2132.8896
5489,2072.6235
5490,2116.0137
5491,2079.5178
5492,2105.0632
5493,2133.667
5494,2071.5354
5495,2099.2297
5496,2084.0752
5497,2082.1462
5498,2058.2026
5499,2096.371
5500,2098.9204
5501,2083.1426
5502,2097.3044
5503,2078.9248
5504,2093.383
5505,2105.358
5506,2087.9246
5507,2100.334
5508,2011.6335
5509,2112.6768
5510,2077.0144
5511,2038.8145
5512,2113.213
5513,2086.9922
5514,2045.3411
5515,2114.812
5516,2094.5361
5517,2083.546
5518,2067.5986
5519,2127.0762
5520,2078.0015
5521,2077.3438
5522,2090.1704
5523,2124.0435
5524,2103.4844
5525,2088.1125
5526,2060.3071
5527,2154.4675
5528,2094.7415
5529,2060.0771
5530,2081.8735
5531,2099.9058
5532,2068.593
5533,2088.8037
5534,2061.9292
5535,2103.1492
5536,2117.185
5537,2051.93
5538,2067.8604
5539,2075.2876
5540,2034.4875
5541,2031.8444
5542,2102.991
5543,2071.4019
5544,2099.3555
5545,2082.053
5546,2127.9766
5547,2072.808
5548,2091.0618
5549,2109.0476
5550,2080.743
5551,2105.382
5552,2045.5059
5553,2066.4219
5554,2145.1265
5555,2042.0725
5556,2056.9155
5557,2104.677
5558,2051.8164
5559,2068.9956
5560,2089.0286
5561,2067.585
5562,2024.7605
5563,2138.0361
5564,2107.1848
5565,2119.3008
5566,2080.5645
5567,2090.9805
5568,2078.5408
5569,2015.4741
5570,2083.8975
5571,2092.0269
5572,2053.7075
5573,2076.1792
5574,2051.985
5575,2065.4868
5576,2057.542
5577,2151.4612
5578,2049.612
5579,2154.3767
5580,2040.8589
5581,2163.776
5582,2090.1245
5583,2055.124
5584,2091.272
5585,2036.175
5586,2063.416
5587,2124.2227
5588,2077.6543
5589,2073.8176
5590,2114.2412
5591,2096.909
5592,2085.316
5593,2102.681
5594,2062.8352
5595,2102.951
5596,2071.4294
5597,2032.9868
5598,2117.662
5599,2073.19
5600,2112.2134
5601,2078.843
5602,2105.8477
5603,2080.5664
5604,2098.0156
5605,2037.492
5606,2046.893
5607,2149.017
5608,2057.622
5609,2114.9663
5610,2114.711
5611,2014.3594
5612,2006.9624
5613,2087.82
5614,2065.0574
5615,2103.4478
5616,2067.3862
5617,2120.9253
5618,2004.7361
5619,2057.6536
5620,2097.1025
5621,2074.6934
5622,2081.6963
5623,2085.4978
5624,2097.8108
5625,2063.8464
5626,2119.9744
5627,2117.4072
5628,2079.0723
5629,2095.1875
5630,2045.3407
5631,2010.0128
5632,2076.4238
5633,2102.704
5634,2044.6637
5635,2075.1284
5636,2063.853
5637,2070.109
5638,2095.8333
5639,2067.6875
5640,2065.0818
5641,2067.1504
5642,2110.6199
5643,2078.1318
5644,2054.3103
5645,2060.583
5646,2074.267
5647,2073.0706
5648,2081.4922
5649,2034.5966
5650,2078.579
5651,2088.6418
5652,2096.2612
5653,2040.9932
5654,2054.4116
5655,2090.7402
5656,2017.6147
5657,2134.3828
5658,2087.726
5659,2093.3496
5660,2088.3945
5661,2115.777
5662,2085.988
5663,2094.8682
5664,2047.3804
5665,2075.3384
5666,2096.4912
5667,2049.197
5668,2104.6519
5669,2090.8188
5670,2074.7407
5671,2069.4326
5672,2094.2646
5673,2111.7744
5674,2117.8188
5675,2118.972
5676,2132.797
5677,2080.229
5678,2066.061
5679,2117.873
5680,2060.0664
5681,2055.6775
5682,2049.0972
5683,2084.4443
5684,2069.427
5685,2050.8618
5686,2072.4453
5687,2078.277
5688,2063.439
5689,2046.8484
5690,2084.2769
5691,2094.77
5692,2115.158
5693,2082.4707
5694,2071.1929
5695,2042.943
5696,2104.1135
5697,2064.007
5698,2093.751
5699,2079.008
5700,2083.3745
5701,2082.2256
5702,2082.7417
5703,2071.425
5704,2096.2651
5705,2081.9292
5706,2077.5332
5707,2035.426
5708,2071.9026
5709,2074.2556
5710,2085.4468
5711,2064.7964
5712,2055.763
5713,2157.2827
5714,2098.1147
5715,2083.9856
5716,1979.7062
5717,2089.1704
5718,2083.315
5719,2061.943
5720,2068.0898
5721,2076.3547
5722,2136.5884
5723,2105.358
5724,2095.3423
5725,2072.4756
5726,2068.8926
5727,2090.5078
5728,2091.8286
5729,2060.7263
5730,2086.7944
5731,1965.2413
5732,1987.9403
5733,2057.0308
5734,2102.5266
5735,1987.0085
5736,2108.2664
5737,2127.0764
5738,2096.942
5739,2123.9236
5740,2072.164
5741,2156.4714
5742,2098.3833
5743,2122.2341
5744,2013.2125
5745,2029.6425
5746,2142.7178
5747,2093.3645
5748,2107.8467
5749,2014.6798
5750,2080.3408
5751,2107.0703
5752,1979.4896
5753,2067.963
5754,2048.6235
5755,2086.8745
5756,2039.4205
5757,2082.8062
5758,2073.9312
5759,2059.58
5760,2087.3433
5761,2081.1667
5762,2112.0552
5763,2081.2295
5764,2085.623
5765,2061.026
5766,2029.6132
5767,2092.2222
5768,2077.4836
5769,2103.496
5770,2096.0486
5771,2086.0276
5772,2044.4639
5773,2083.4453
5774,2105.127
5775,2089.8643
5776,2092.231
5777,2068.4878
5778,2015.0437
5779,2070.8699
5780,2082.1772
5781,2086.8865
5782,2087.5513
5783,2065.6375
5784,2063.21
5785,2077.3494
5786,2134.7742
5787,2073.1445
5788,2092.0667
5789,2074.9326
5790,2056.0576
5791,2118.9807
5792,2090.9668
5793,2050.6907
5794,2029.8527
5795,2095.227
5796,2089.5464
5797,2075.441
5798,2092.3186
5799,2163.9934
5800,2082.3943
5801,2008.9424
5802,2120.628
5803,2148.0906
5804,2090.7798
5805,2052.635
5806,2041.0796
5807,2046.9684
5808,2103.4614
5809,2084.3013
5810,2057.4595
5811,2104.62
5812,2084.9844
5813,2095.7136
5814,2079.4487
5815,2000.5259
5816,2053.0054
5817,2072.7344
5818,2022.2028
5819,2100.2708
5820,2094.9604
5821,2146.4739
